timestamp,tipo,severidade,valor,limite
1778982512,transformador/nucleo/delta_t,critico,29.14,25
1778982512,transformador/vibracao/fft_120hz,critico,0.52,0.45
1778982527,transformador/vibracao/fft_120hz,aviso,0.27,0.2
1778982533,transformador/nucleo/delta_t,aviso,23.39,15
1778982533,transformador/primario/corrente,aviso,4.33,4
1778982538,transformador/primario/corrente,aviso,4.73,4
1778982546,transformador/vibracao/fft_120hz,aviso,0.33,0.2
1778982549,transformador/nucleo/temperatura,aviso,75.99,70
1778982550,transformador/primario/corrente,critico,6.39,6
1778982553,transformador/nucleo/delta_t,critico,32.84,25
1778982559,transformador/nucleo/delta_t,critico,29.76,25
1778982561,transformador/vibracao/fft_240hz,aviso,0.16,0.1
1778982565,transformador/primario/corrente,aviso,4.29,4
1778982572,transformador/secundario/corrente,critico,47.38,45
1778982575,transformador/nucleo/delta_t,aviso,18.81,15
1778982580,transformador/vibracao/fft_120hz,aviso,0.38,0.2
1778982586,transformador/primario/corrente,critico,6.61,6
1778982588,transformador/vibracao/fft_240hz,critico,0.27,0.25
1778982592,transformador/vibracao/fft_120hz,aviso,0.34,0.2
1778982595,transformador/nucleo/temperatura,aviso,76.08,70
1778982598,transformador/vibracao/fft_240hz,critico,0.29,0.25
1778982603,transformador/vibracao/fft_120hz,critico,0.51,0.45
1778982615,transformador/nucleo/temperatura,aviso,80.98,70
1778982623,transformador/vibracao/fft_240hz,critico,0.28,0.25
1778982629,transformador/secundario/corrente,critico,45.23,45
1778982639,transformador/vibracao/fft_240hz,critico,0.29,0.25
1778982642,transformador/nucleo/delta_t,aviso,17.38,15
1778982642,transformador/secundario/corrente,critico,48.26,45
1778982642,transformador/vibracao/fft_240hz,critico,0.32,0.25
1778982643,transformador/nucleo/temperatura,critico,86.61,85
1778982649,transformador/primario/corrente,critico,6.35,6
1778982651,transformador/secundario/corrente,aviso,40.05,30
1778982651,transformador/vibracao/fft_120hz,aviso,0.3,0.2
1778982655,transformador/primario/corrente,aviso,4.53,4
1778982656,transformador/nucleo/delta_t,aviso,20.78,15
1778982659,transformador/vibracao/fft_240hz,aviso,0.24,0.1
1778982660,transformador/nucleo/temperatura,aviso,80.6,70
1778982664,transformador/nucleo/delta_t,aviso,17.93,15
1778982664,transformador/vibracao/fft_240hz,aviso,0.18,0.1
1778982666,transformador/nucleo/temperatura,aviso,74.16,70
1778982666,transformador/primario/corrente,critico,6.61,6
1778982666,transformador/secundario/corrente,critico,56.11,45
1778982675,transformador/secundario/corrente,aviso,30.17,30
1778982678,transformador/vibracao/fft_120hz,critico,0.53,0.45
1778982681,transformador/nucleo/temperatura,aviso,73.73,70
1778982682,transformador/nucleo/delta_t,critico,26.73,25
1778982684,transformador/vibracao/fft_120hz,critico,0.51,0.45
1778982688,transformador/nucleo/delta_t,critico,29,25
1778982693,transformador/vibracao/fft_240hz,critico,0.29,0.25
1778982696,transformador/nucleo/temperatura,aviso,84.44,70
1778982697,transformador/primario/corrente,critico,6.47,6
1778982699,transformador/primario/corrente,critico,6.23,6
1778982700,transformador/nucleo/temperatura,aviso,79.28,70
1778982704,transformador/nucleo/delta_t,aviso,20.73,15
1778982707,transformador/nucleo/delta_t,aviso,17.32,15
1778982712,transformador/vibracao/fft_120hz,aviso,0.43,0.2
1778982715,transformador/vibracao/fft_120hz,aviso,0.36,0.2
1778982718,transformador/secundario/corrente,critico,50.22,45
1778982719,transformador/nucleo/delta_t,aviso,21.11,15
1778982720,transformador/vibracao/fft_120hz,aviso,0.34,0.2
1778982730,transformador/secundario/corrente,aviso,42.15,30
1778982730,transformador/vibracao/fft_120hz,aviso,0.42,0.2
1778982731,transformador/secundario/corrente,aviso,33.17,30
1778982734,transformador/secundario/corrente,critico,49.7,45
1778982734,transformador/vibracao/fft_120hz,aviso,0.4,0.2
1778982737,transformador/vibracao/fft_120hz,critico,0.59,0.45
1778982739,transformador/vibracao/fft_240hz,aviso,0.17,0.1
1778982742,transformador/nucleo/temperatura,aviso,83.63,70
1778982746,transformador/nucleo/temperatura,aviso,70.53,70
1778982747,transformador/nucleo/delta_t,aviso,24.81,15
1778982750,transformador/primario/corrente,aviso,5.58,4
1778982751,transformador/vibracao/fft_240hz,critico,0.32,0.25
1778982756,transformador/vibracao/fft_120hz,critico,0.59,0.45
1778982761,transformador/nucleo/temperatura,aviso,71.43,70
1778982763,transformador/primario/corrente,critico,7.32,6
1778982777,transformador/nucleo/temperatura,aviso,76.84,70
1778982780,transformador/nucleo/temperatura,aviso,84.54,70
1778982782,transformador/primario/corrente,critico,7.71,6
1778982783,transformador/nucleo/delta_t,aviso,18.56,15
1778982790,transformador/primario/corrente,aviso,4.75,4
1778982792,transformador/nucleo/temperatura,critico,85.21,85
1778982796,transformador/nucleo/temperatura,aviso,82.89,70
1778982796,transformador/vibracao/fft_120hz,critico,0.62,0.45
1778982804,transformador/vibracao/fft_120hz,critico,0.5,0.45
1778982806,transformador/vibracao/fft_240hz,critico,0.27,0.25
1778982808,transformador/primario/corrente,critico,6.54,6
1778982811,transformador/vibracao/fft_240hz,critico,0.28,0.25
1778982813,transformador/vibracao/fft_240hz,critico,0.25,0.25
1778982848,transformador/primario/corrente,aviso,4.76,4
1778982850,transformador/vibracao/fft_120hz,critico,0.57,0.45
1778982850,transformador/vibracao/fft_240hz,aviso,0.2,0.1
1778982857,transformador/vibracao/fft_120hz,aviso,0.33,0.2
1778982857,transformador/vibracao/fft_240hz,aviso,0.16,0.1
1778982869,transformador/nucleo/delta_t,aviso,24.28,15
1778982874,transformador/nucleo/temperatura,aviso,73.15,70
1778982881,transformador/vibracao/fft_120hz,critico,0.59,0.45
1778982899,transformador/nucleo/temperatura,aviso,78.97,70
1778982901,transformador/nucleo/delta_t,aviso,20.5,15
1778982901,transformador/vibracao/fft_120hz,aviso,0.43,0.2
1778982905,transformador/primario/corrente,critico,7.61,6
1778982910,transformador/vibracao/fft_240hz,aviso,0.15,0.1
1778982914,transformador/vibracao/fft_120hz,critico,0.63,0.45
1778982915,transformador/secundario/corrente,aviso,41.81,30
1778982924,transformador/primario/corrente,critico,6.19,6
1778982924,transformador/vibracao/fft_240hz,critico,0.32,0.25
1778982941,transformador/nucleo/temperatura,aviso,75.63,70
1778982947,transformador/vibracao/fft_240hz,aviso,0.19,0.1
1778982951,transformador/vibracao/fft_240hz,critico,0.26,0.25
1778982958,transformador/vibracao/fft_120hz,critico,0.48,0.45
1778982962,transformador/primario/corrente,critico,6.18,6
1778982969,transformador/secundario/corrente,aviso,33.37,30
1778982982,transformador/vibracao/fft_240hz,aviso,0.16,0.1
1778982985,transformador/vibracao/fft_120hz,critico,0.47,0.45
1778982994,transformador/nucleo/temperatura,aviso,71.49,70
1778982996,transformador/vibracao/fft_240hz,critico,0.3,0.25
1778983003,transformador/vibracao/fft_240hz,aviso,0.16,0.1
1778983006,transformador/primario/corrente,aviso,4.59,4
1778983018,transformador/vibracao/fft_120hz,aviso,0.41,0.2
1778983022,transformador/nucleo/delta_t,aviso,19.36,15
1778983028,transformador/vibracao/fft_240hz,aviso,0.19,0.1
1778983030,transformador/vibracao/fft_120hz,critico,0.54,0.45
1778983031,transformador/vibracao/fft_120hz,critico,0.66,0.45
1778983032,transformador/primario/corrente,aviso,4.3,4
1778983034,transformador/vibracao/fft_240hz,aviso,0.19,0.1
1778983040,transformador/nucleo/temperatura,aviso,78.74,70
1778983040,transformador/secundario/corrente,aviso,43.57,30
1778983042,transformador/primario/corrente,critico,6.2,6
1778983044,transformador/nucleo/temperatura,aviso,74.64,70
1778983053,transformador/nucleo/temperatura,aviso,70.84,70
1778983057,transformador/vibracao/fft_240hz,aviso,0.18,0.1
1778983060,transformador/secundario/corrente,aviso,41.05,30
1778983066,transformador/vibracao/fft_240hz,aviso,0.19,0.1
1778983071,transformador/vibracao/fft_120hz,aviso,0.44,0.2
1778983080,transformador/vibracao/fft_120hz,aviso,0.44,0.2
1778983084,transformador/vibracao/fft_120hz,critico,0.58,0.45
1778983090,transformador/vibracao/fft_120hz,aviso,0.28,0.2
1778983099,transformador/nucleo/temperatura,aviso,80.99,70
1778983100,transformador/nucleo/delta_t,aviso,21.25,15
1778983101,transformador/nucleo/temperatura,aviso,80.37,70
1778983106,transformador/vibracao/fft_120hz,critico,0.58,0.45
1778983117,transformador/vibracao/fft_120hz,critico,0.49,0.45
1778983131,transformador/vibracao/fft_120hz,critico,0.58,0.45
1778983133,transformador/secundario/corrente,critico,45.34,45
1778983134,transformador/secundario/corrente,critico,50.71,45
1778983135,transformador/vibracao/fft_120hz,critico,0.52,0.45
1778983142,transformador/vibracao/fft_120hz,critico,0.64,0.45
1778983146,transformador/vibracao/fft_120hz,critico,0.52,0.45
1778983154,transformador/vibracao/fft_120hz,critico,0.55,0.45
1778983156,transformador/vibracao/fft_240hz,aviso,0.18,0.1
1778983166,transformador/vibracao/fft_240hz,aviso,0.23,0.1
1778983171,transformador/secundario/corrente,aviso,32.15,30
1778983172,transformador/vibracao/fft_240hz,aviso,0.18,0.1
1778983173,transformador/primario/corrente,aviso,5.31,4
1778983174,transformador/nucleo/delta_t,aviso,24.54,15
1778983175,transformador/nucleo/temperatura,aviso,78.54,70
1778983176,transformador/vibracao/fft_240hz,aviso,0.2,0.1
1778983191,transformador/vibracao/fft_240hz,critico,0.27,0.25
1778983192,transformador/primario/corrente,aviso,5.25,4
1778983198,transformador/vibracao/fft_240hz,aviso,0.2,0.1
1778983200,transformador/vibracao/fft_120hz,aviso,0.37,0.2
1778983202,transformador/nucleo/temperatura,aviso,70.95,70
1778983205,transformador/vibracao/fft_120hz,aviso,0.42,0.2
1778983214,transformador/nucleo/delta_t,aviso,22.5,15
1778983218,transformador/secundario/corrente,critico,48.71,45
1778983221,transformador/vibracao/fft_120hz,critico,0.51,0.45
1778983224,transformador/primario/corrente,aviso,5.3,4
1778983227,transformador/nucleo/delta_t,aviso,19.21,15
1778983229,transformador/vibracao/fft_240hz,aviso,0.16,0.1
1778983233,transformador/vibracao/fft_240hz,critico,0.28,0.25
1778983234,transformador/primario/corrente,aviso,5.31,4
1778983236,transformador/secundario/corrente,aviso,35.28,30
1778983236,transformador/vibracao/fft_240hz,critico,0.28,0.25
1778983244,transformador/nucleo/delta_t,critico,26.02,25
1778983247,transformador/secundario/corrente,aviso,37.26,30
1778983249,transformador/secundario/corrente,aviso,38.79,30
1778983262,transformador/vibracao/fft_240hz,aviso,0.18,0.1
1778983274,transformador/secundario/corrente,critico,47.98,45
1778983287,transformador/vibracao/fft_240hz,critico,0.32,0.25
1778983295,transformador/nucleo/temperatura,aviso,80.13,70
1778983297,transformador/nucleo/temperatura,critico,89.01,85
1778983298,transformador/vibracao/fft_120hz,critico,0.64,0.45
1778983299,transformador/primario/corrente,critico,7.11,6
1778983312,transformador/secundario/corrente,aviso,31.47,30
1778983316,transformador/vibracao/fft_240hz,aviso,0.23,0.1
1778983317,transformador/vibracao/fft_120hz,critico,0.46,0.45
1778983319,transformador/vibracao/fft_240hz,aviso,0.16,0.1
1778983322,transformador/nucleo/delta_t,aviso,23.33,15
1778983330,transformador/nucleo/temperatura,aviso,72.06,70
1778983330,transformador/primario/corrente,aviso,5.8,4
1778983330,transformador/vibracao/fft_120hz,critico,0.7,0.45
1778983331,transformador/primario/corrente,aviso,5.88,4
1778983333,transformador/nucleo/delta_t,aviso,16.66,15
1778983335,transformador/secundario/corrente,critico,48.21,45
1778983340,transformador/secundario/corrente,critico,47.17,45
1778983344,transformador/secundario/corrente,aviso,43.49,30
1778983348,transformador/vibracao/fft_120hz,critico,0.5,0.45
1778983349,transformador/vibracao/fft_240hz,aviso,0.24,0.1
1778983351,transformador/vibracao/fft_120hz,aviso,0.34,0.2
1778983353,transformador/nucleo/delta_t,critico,27.35,25
1778983356,transformador/vibracao/fft_120hz,critico,0.59,0.45
1778983358,transformador/secundario/corrente,aviso,43.84,30
1778983364,transformador/vibracao/fft_120hz,aviso,0.37,0.2
1778983366,transformador/vibracao/fft_120hz,aviso,0.36,0.2
1778983367,transformador/vibracao/fft_240hz,critico,0.25,0.25
1778983369,transformador/vibracao/fft_240hz,critico,0.31,0.25
1778983390,transformador/nucleo/delta_t,aviso,24.95,15
1778983405,transformador/nucleo/temperatura,critico,86.3,85
1778983406,transformador/vibracao/fft_120hz,critico,0.6,0.45
1778983410,transformador/vibracao/fft_120hz,critico,0.61,0.45
1778983415,transformador/secundario/corrente,aviso,43.92,30
1778983424,transformador/secundario/corrente,aviso,44.48,30
1778983429,transformador/vibracao/fft_120hz,aviso,0.42,0.2
1778983431,transformador/nucleo/temperatura,aviso,73.24,70
1778983432,transformador/primario/corrente,aviso,4.28,4
1778983439,transformador/vibracao/fft_240hz,aviso,0.22,0.1
1778983440,transformador/nucleo/temperatura,aviso,84.94,70
1778983443,transformador/primario/corrente,critico,6.05,6
1778983443,transformador/secundario/corrente,critico,50.02,45
1778983450,transformador/primario/corrente,aviso,4.8,4
1778983450,transformador/vibracao/fft_120hz,critico,0.7,0.45
1778983461,transformador/vibracao/fft_240hz,aviso,0.18,0.1
1778983462,transformador/vibracao/fft_120hz,aviso,0.36,0.2
1778983468,transformador/vibracao/fft_240hz,critico,0.25,0.25
1778983472,transformador/secundario/corrente,aviso,41.84,30
1778983479,transformador/vibracao/fft_120hz,critico,0.69,0.45
1778983483,transformador/nucleo/temperatura,aviso,76.15,70
1778983488,transformador/nucleo/temperatura,critico,89.85,85
1778983491,transformador/secundario/corrente,aviso,37.39,30
1778983494,transformador/nucleo/delta_t,aviso,20.66,15
1778983501,transformador/nucleo/delta_t,critico,30.74,25
1778983506,transformador/primario/corrente,aviso,5.99,4
1778983507,transformador/vibracao/fft_120hz,critico,0.67,0.45
1778983510,transformador/primario/corrente,critico,7.42,6
1778983520,transformador/primario/corrente,aviso,5.83,4
1778983521,transformador/primario/corrente,aviso,4.5,4
1778983521,transformador/vibracao/fft_240hz,critico,0.28,0.25
1778983522,transformador/vibracao/fft_240hz,aviso,0.15,0.1
1778983523,transformador/nucleo/temperatura,aviso,77.23,70
1778983528,transformador/vibracao/fft_120hz,critico,0.67,0.45
1778983529,transformador/secundario/corrente,aviso,42.9,30
1778983531,transformador/secundario/corrente,critico,47.37,45
1778983532,transformador/vibracao/fft_120hz,critico,0.56,0.45
1778983533,transformador/nucleo/temperatura,aviso,76.5,70
1778983539,transformador/secundario/corrente,critico,46.92,45
1778983549,transformador/primario/corrente,aviso,4.34,4
1778983559,transformador/primario/corrente,critico,6.2,6
1778983562,transformador/primario/corrente,aviso,5.04,4
1778983564,transformador/secundario/corrente,aviso,40.78,30
1778983569,transformador/secundario/corrente,aviso,33.44,30
1778983570,transformador/vibracao/fft_120hz,aviso,0.36,0.2
1778983571,transformador/vibracao/fft_120hz,aviso,0.32,0.2
1778983574,transformador/vibracao/fft_120hz,critico,0.46,0.45
1778983578,transformador/primario/corrente,aviso,4.39,4
1778983581,transformador/nucleo/temperatura,aviso,75.46,70
1778983595,transformador/nucleo/temperatura,aviso,80.32,70
1778983595,transformador/primario/corrente,aviso,5.81,4
1778983596,transformador/secundario/corrente,critico,46.37,45
1778983597,transformador/vibracao/fft_120hz,critico,0.48,0.45
1778983604,transformador/vibracao/fft_240hz,critico,0.34,0.25
1778983607,transformador/nucleo/temperatura,aviso,79.44,70
1778983608,transformador/nucleo/delta_t,aviso,20.01,15
1778983610,transformador/primario/corrente,aviso,4.78,4
1778983617,transformador/vibracao/fft_120hz,critico,0.57,0.45
1778983624,transformador/nucleo/temperatura,critico,87.16,85
1778983628,transformador/primario/corrente,aviso,4.89,4
1778983634,transformador/nucleo/temperatura,critico,93.9,85
1778983634,transformador/vibracao/fft_120hz,critico,0.48,0.45
1778983635,transformador/vibracao/fft_240hz,aviso,0.23,0.1
1778983651,transformador/nucleo/delta_t,critico,27.14,25
1778983652,transformador/vibracao/fft_240hz,critico,0.36,0.25
1778983662,transformador/nucleo/temperatura,aviso,77.58,70
1778983665,transformador/primario/corrente,aviso,5.33,4
1778983679,transformador/secundario/corrente,aviso,32.03,30
1778983686,transformador/vibracao/fft_120hz,aviso,0.31,0.2
1778983696,transformador/vibracao/fft_240hz,aviso,0.18,0.1
1778983702,transformador/nucleo/temperatura,aviso,79.59,70
1778983705,transformador/secundario/corrente,critico,48.38,45
1778983706,transformador/primario/corrente,critico,7.44,6
1778983722,transformador/vibracao/fft_120hz,aviso,0.31,0.2
1778983723,transformador/nucleo/temperatura,critico,88,85
1778983731,transformador/vibracao/fft_120hz,critico,0.66,0.45
1778983734,transformador/nucleo/temperatura,aviso,74.47,70
1778983736,transformador/vibracao/fft_120hz,aviso,0.43,0.2
1778983739,transformador/nucleo/delta_t,aviso,20.46,15
1778983745,transformador/nucleo/delta_t,aviso,17.76,15
1778983748,transformador/nucleo/temperatura,aviso,82.54,70
1778983749,transformador/primario/corrente,aviso,4.82,4
1778983755,transformador/secundario/corrente,critico,56.31,45
1778983755,transformador/vibracao/fft_120hz,critico,0.45,0.45
1778983760,transformador/nucleo/temperatura,aviso,72.54,70
1778983760,transformador/secundario/corrente,aviso,39.55,30
1778983763,transformador/secundario/corrente,aviso,34.72,30
1778983778,transformador/primario/corrente,critico,6.22,6
1778983779,transformador/primario/corrente,critico,7.82,6
1778983783,transformador/vibracao/fft_120hz,aviso,0.41,0.2
1778983785,transformador/secundario/corrente,aviso,36.14,30
1778983789,transformador/primario/corrente,critico,7.07,6
1778983789,transformador/vibracao/fft_120hz,aviso,0.28,0.2
1778983790,transformador/primario/corrente,aviso,5.98,4
1778983790,transformador/vibracao/fft_240hz,aviso,0.18,0.1
1778983791,transformador/vibracao/fft_240hz,aviso,0.21,0.1
1778983793,transformador/nucleo/delta_t,aviso,22.76,15
1778983797,transformador/vibracao/fft_120hz,critico,0.45,0.45
1778983798,transformador/vibracao/fft_120hz,critico,0.53,0.45
1778983810,transformador/nucleo/temperatura,aviso,73.2,70
1778983813,transformador/vibracao/fft_120hz,aviso,0.42,0.2
1778983815,transformador/nucleo/delta_t,aviso,20.39,15
1778983820,transformador/primario/corrente,critico,6.61,6
1778983822,transformador/nucleo/temperatura,aviso,77.16,70
1778983831,transformador/primario/corrente,critico,7.69,6
1778983833,transformador/vibracao/fft_240hz,aviso,0.2,0.1
1778983834,transformador/secundario/corrente,aviso,42.53,30
1778983837,transformador/primario/corrente,critico,6.7,6
1778983842,transformador/primario/corrente,aviso,5.14,4
1778983850,transformador/vibracao/fft_120hz,aviso,0.35,0.2
1778983855,transformador/vibracao/fft_120hz,aviso,0.35,0.2
1778983863,transformador/vibracao/fft_120hz,critico,0.54,0.45
1778983866,transformador/nucleo/temperatura,aviso,80.86,70
1778983872,transformador/vibracao/fft_240hz,aviso,0.22,0.1
1778983876,transformador/secundario/corrente,aviso,36.44,30
1778983884,transformador/nucleo/temperatura,aviso,75.08,70
1778983884,transformador/secundario/corrente,aviso,30.02,30
1778983903,transformador/vibracao/fft_120hz,aviso,0.4,0.2
1778983904,transformador/vibracao/fft_120hz,aviso,0.39,0.2
1778983911,transformador/secundario/corrente,aviso,41.78,30
1778983911,transformador/vibracao/fft_240hz,critico,0.3,0.25
1778983913,transformador/secundario/corrente,aviso,40.71,30
1778983918,transformador/vibracao/fft_120hz,critico,0.6,0.45
1778983922,transformador/primario/corrente,aviso,5.5,4
1778983928,transformador/vibracao/fft_120hz,aviso,0.32,0.2
1778983930,transformador/secundario/corrente,critico,51.49,45
1778983933,transformador/vibracao/fft_240hz,critico,0.3,0.25
1778983934,transformador/nucleo/delta_t,critico,28.21,25
1778983934,transformador/vibracao/fft_120hz,critico,0.46,0.45
1778983936,transformador/vibracao/fft_120hz,critico,0.64,0.45
1778983936,transformador/vibracao/fft_240hz,critico,0.26,0.25
1778983941,transformador/nucleo/delta_t,critico,26.66,25
1778983946,transformador/vibracao/fft_120hz,aviso,0.36,0.2
1778983948,transformador/nucleo/temperatura,aviso,75.68,70
1778983950,transformador/secundario/corrente,critico,56.19,45
1778983955,transformador/nucleo/delta_t,aviso,21.38,15
1778983955,transformador/vibracao/fft_120hz,critico,0.49,0.45
1778983955,transformador/vibracao/fft_240hz,aviso,0.18,0.1
1778983958,transformador/primario/corrente,aviso,5.57,4
1778983959,transformador/secundario/corrente,critico,51.87,45
1778983961,transformador/vibracao/fft_120hz,critico,0.45,0.45
1778983968,transformador/vibracao/fft_120hz,aviso,0.41,0.2
1778983970,transformador/vibracao/fft_120hz,critico,0.57,0.45
1778983971,transformador/vibracao/fft_240hz,aviso,0.23,0.1
1778983984,transformador/nucleo/delta_t,critico,26.38,25
1778983987,transformador/primario/corrente,critico,6.26,6
1778983990,transformador/primario/corrente,critico,6.61,6
1778984000,transformador/primario/corrente,critico,6.01,6
1778984001,transformador/nucleo/temperatura,aviso,70.77,70
1778984004,transformador/primario/corrente,critico,6.38,6
1778984016,transformador/vibracao/fft_120hz,aviso,0.28,0.2
1778984017,transformador/vibracao/fft_120hz,critico,0.61,0.45
1778984029,transformador/secundario/corrente,aviso,43.63,30
1778984041,transformador/secundario/corrente,aviso,35.63,30
1778984044,transformador/primario/corrente,aviso,4.18,4
1778984052,transformador/nucleo/delta_t,aviso,18.08,15
1778984057,transformador/vibracao/fft_120hz,critico,0.52,0.45
1778984060,transformador/primario/corrente,aviso,5.34,4
1778984078,transformador/vibracao/fft_120hz,aviso,0.37,0.2
1778984088,transformador/nucleo/temperatura,aviso,74.23,70
1778984092,transformador/secundario/corrente,aviso,38.7,30
1778984104,transformador/secundario/corrente,aviso,37.66,30
1778984112,transformador/secundario/corrente,aviso,39.32,30
1778984114,transformador/primario/corrente,aviso,5.04,4
1778984123,transformador/vibracao/fft_120hz,critico,0.49,0.45
1778984128,transformador/vibracao/fft_120hz,critico,0.58,0.45
1778984129,transformador/primario/corrente,critico,6.36,6
1778984130,transformador/primario/corrente,critico,6.68,6
1778984131,transformador/primario/corrente,aviso,5.21,4
1778984137,transformador/vibracao/fft_120hz,critico,0.66,0.45
1778984142,transformador/vibracao/fft_240hz,critico,0.28,0.25
1778984145,transformador/nucleo/temperatura,aviso,77.24,70
1778984150,transformador/vibracao/fft_240hz,aviso,0.22,0.1
1778984157,transformador/primario/corrente,aviso,5.28,4
1778984163,transformador/secundario/corrente,critico,45.71,45
1778984168,transformador/vibracao/fft_120hz,critico,0.64,0.45
1778984169,transformador/nucleo/delta_t,aviso,24.71,15
1778984171,transformador/nucleo/temperatura,critico,91.11,85
1778984174,transformador/nucleo/temperatura,aviso,77.04,70
1778984179,transformador/vibracao/fft_120hz,aviso,0.32,0.2
1778984181,transformador/nucleo/delta_t,aviso,24.2,15
1778984184,transformador/vibracao/fft_120hz,critico,0.67,0.45
1778984200,transformador/nucleo/delta_t,critico,26.37,25
1778984204,transformador/primario/corrente,aviso,4.1,4
1778984204,transformador/vibracao/fft_240hz,critico,0.37,0.25
1778984206,transformador/vibracao/fft_120hz,critico,0.69,0.45
1778984216,transformador/vibracao/fft_240hz,critico,0.32,0.25
1778984224,transformador/vibracao/fft_240hz,aviso,0.15,0.1
1778984228,transformador/nucleo/temperatura,aviso,80.64,70
1778984229,transformador/vibracao/fft_240hz,critico,0.36,0.25
1778984233,transformador/primario/corrente,aviso,4.63,4
1778984241,transformador/vibracao/fft_120hz,critico,0.66,0.45
1778984244,transformador/nucleo/delta_t,aviso,21.4,15
1778984254,transformador/vibracao/fft_240hz,critico,0.28,0.25
1778984256,transformador/vibracao/fft_240hz,critico,0.31,0.25
1778984260,transformador/vibracao/fft_240hz,critico,0.25,0.25
1778984264,transformador/vibracao/fft_120hz,critico,0.58,0.45
1778984267,transformador/nucleo/delta_t,aviso,24.18,15
1778984271,transformador/nucleo/delta_t,critico,27.23,25
1778984274,transformador/vibracao/fft_120hz,aviso,0.43,0.2
1778984275,transformador/vibracao/fft_120hz,critico,0.62,0.45
1778984283,transformador/nucleo/temperatura,aviso,77.57,70
1778984284,transformador/vibracao/fft_240hz,aviso,0.22,0.1
1778984287,transformador/primario/corrente,aviso,5.07,4
1778984287,transformador/vibracao/fft_240hz,aviso,0.16,0.1
1778984288,transformador/vibracao/fft_240hz,critico,0.26,0.25
1778984292,transformador/secundario/corrente,aviso,34.35,30
1778984296,transformador/nucleo/delta_t,aviso,15.35,15
1778984296,transformador/vibracao/fft_120hz,aviso,0.41,0.2
1778984298,transformador/secundario/corrente,aviso,36.18,30
1778984310,transformador/primario/corrente,critico,6.36,6
1778984328,transformador/secundario/corrente,critico,48.14,45
1778984334,transformador/vibracao/fft_120hz,critico,0.55,0.45
1778984336,transformador/vibracao/fft_120hz,aviso,0.28,0.2
1778984341,transformador/nucleo/delta_t,aviso,19.37,15
1778984341,transformador/primario/corrente,aviso,5.44,4
1778984342,transformador/vibracao/fft_120hz,aviso,0.34,0.2
1778984349,transformador/nucleo/temperatura,critico,85.98,85
1778984353,transformador/primario/corrente,aviso,4.61,4
1778984353,transformador/vibracao/fft_240hz,critico,0.31,0.25
1778984356,transformador/vibracao/fft_120hz,critico,0.64,0.45
1778984362,transformador/primario/corrente,critico,6.1,6
1778984365,transformador/nucleo/temperatura,critico,86.11,85
1778984365,transformador/vibracao/fft_240hz,critico,0.32,0.25
1778984368,transformador/vibracao/fft_120hz,critico,0.47,0.45
1778984370,transformador/vibracao/fft_120hz,critico,0.5,0.45
1778984373,transformador/secundario/corrente,aviso,43.73,30
1778984374,transformador/nucleo/temperatura,aviso,75.04,70
1778984379,transformador/nucleo/temperatura,critico,85.31,85
1778984389,transformador/nucleo/delta_t,aviso,20.84,15
1778984403,transformador/nucleo/temperatura,aviso,84.8,70
1778984407,transformador/secundario/corrente,aviso,32.09,30
1778984409,transformador/vibracao/fft_240hz,critico,0.25,0.25
1778984416,transformador/nucleo/temperatura,aviso,74.61,70
1778984416,transformador/vibracao/fft_240hz,critico,0.3,0.25
1778984419,transformador/vibracao/fft_240hz,critico,0.3,0.25
1778984433,transformador/nucleo/temperatura,aviso,71.56,70
1778984434,transformador/primario/corrente,aviso,5.66,4
1778984447,transformador/vibracao/fft_120hz,aviso,0.37,0.2
1778984455,transformador/primario/corrente,critico,6.65,6
1778984466,transformador/vibracao/fft_240hz,aviso,0.22,0.1
1778984467,transformador/primario/corrente,critico,6.73,6
1778984469,transformador/nucleo/temperatura,aviso,79.14,70
1778984472,transformador/vibracao/fft_240hz,aviso,0.14,0.1
1778984478,transformador/vibracao/fft_120hz,aviso,0.33,0.2
1778984488,transformador/primario/corrente,aviso,5.18,4
1778984491,transformador/vibracao/fft_240hz,aviso,0.19,0.1
1778984500,transformador/nucleo/temperatura,aviso,75.95,70
1778984510,transformador/vibracao/fft_240hz,critico,0.28,0.25
1778984515,transformador/primario/corrente,critico,6.21,6
1778984515,transformador/vibracao/fft_240hz,critico,0.28,0.25
1778984518,transformador/vibracao/fft_120hz,critico,0.45,0.45
1778984520,transformador/primario/corrente,critico,6.34,6
1778984525,transformador/primario/corrente,aviso,4.12,4
1778984525,transformador/vibracao/fft_120hz,aviso,0.44,0.2
1778984526,transformador/vibracao/fft_120hz,critico,0.51,0.45
1778984528,transformador/nucleo/delta_t,aviso,23.03,15
1778984528,transformador/vibracao/fft_120hz,critico,0.46,0.45
1778984536,transformador/nucleo/temperatura,critico,85.01,85
1778984539,transformador/primario/corrente,critico,6.32,6
1778984540,transformador/nucleo/delta_t,aviso,20.74,15
1778984543,transformador/primario/corrente,critico,6,6
1778984552,transformador/vibracao/fft_240hz,critico,0.32,0.25
1778984557,transformador/nucleo/delta_t,aviso,18.97,15
1778984558,transformador/secundario/corrente,aviso,37.52,30
1778984558,transformador/vibracao/fft_120hz,critico,0.47,0.45
1778984578,transformador/nucleo/delta_t,aviso,16.7,15
1778984580,transformador/vibracao/fft_120hz,aviso,0.41,0.2
1778984584,transformador/secundario/corrente,aviso,35.2,30
