timestamp,topico,valor,unidade,alarme
2026-05-16T23:40:50.203Z,transformador/nucleo/temperatura,59.24,°C,
2026-05-16T23:40:50.203Z,transformador/nucleo/delta_t,10.23,°C,
2026-05-16T23:40:50.203Z,transformador/primario/corrente,2.85,A,
2026-05-16T23:40:50.203Z,transformador/secundario/corrente,22.63,A,
2026-05-16T23:40:50.203Z,transformador/vibracao/fft_120hz,0.06,g,
2026-05-16T23:40:50.203Z,transformador/vibracao/fft_240hz,0.05,g,
2026-05-16T23:40:51.705Z,transformador/nucleo/temperatura,63.86,°C,
2026-05-16T23:40:51.705Z,transformador/nucleo/delta_t,5.5,°C,
2026-05-16T23:40:51.705Z,transformador/primario/corrente,2.14,A,
2026-05-16T23:40:51.705Z,transformador/secundario/corrente,16.37,A,
2026-05-16T23:40:51.705Z,transformador/vibracao/fft_120hz,0.07,g,
2026-05-16T23:40:51.705Z,transformador/vibracao/fft_240hz,0.07,g,
2026-05-16T23:40:53.206Z,transformador/nucleo/temperatura,60.56,°C,
2026-05-16T23:40:53.206Z,transformador/nucleo/delta_t,8.6,°C,
2026-05-16T23:40:53.206Z,transformador/primario/corrente,3.22,A,
2026-05-16T23:40:53.206Z,transformador/secundario/corrente,24.42,A,
2026-05-16T23:40:53.206Z,transformador/vibracao/fft_120hz,0.12,g,
2026-05-16T23:40:53.206Z,transformador/vibracao/fft_240hz,0.02,g,
2026-05-16T23:40:54.708Z,transformador/nucleo/temperatura,45.59,°C,
2026-05-16T23:40:54.708Z,transformador/nucleo/delta_t,6.29,°C,
2026-05-16T23:40:54.708Z,transformador/primario/corrente,3.05,A,
2026-05-16T23:40:54.708Z,transformador/secundario/corrente,19,A,
2026-05-16T23:40:54.708Z,transformador/vibracao/fft_120hz,0.09,g,
2026-05-16T23:40:54.708Z,transformador/vibracao/fft_240hz,0.02,g,
2026-05-16T23:40:56.211Z,transformador/nucleo/temperatura,58.48,°C,
2026-05-16T23:40:56.211Z,transformador/nucleo/delta_t,7.67,°C,
2026-05-16T23:40:56.211Z,transformador/primario/corrente,2.42,A,
2026-05-16T23:40:56.211Z,transformador/secundario/corrente,19.53,A,
2026-05-16T23:40:56.211Z,transformador/vibracao/fft_120hz,0.67,g,
2026-05-16T23:40:56.211Z,transformador/vibracao/fft_240hz,0.01,g,
2026-05-16T23:40:57.713Z,transformador/nucleo/temperatura,55.87,°C,
2026-05-16T23:40:57.713Z,transformador/nucleo/delta_t,11.34,°C,
2026-05-16T23:40:57.713Z,transformador/primario/corrente,3.56,A,
2026-05-16T23:40:57.713Z,transformador/secundario/corrente,48.42,A,
2026-05-16T23:40:57.713Z,transformador/vibracao/fft_120hz,0.12,g,
2026-05-16T23:40:57.713Z,transformador/vibracao/fft_240hz,0.06,g,
2026-05-16T23:40:59.214Z,transformador/nucleo/temperatura,55.68,°C,
2026-05-16T23:40:59.214Z,transformador/nucleo/delta_t,7.96,°C,
2026-05-16T23:40:59.214Z,transformador/primario/corrente,3.47,A,
2026-05-16T23:40:59.214Z,transformador/secundario/corrente,19.18,A,
2026-05-16T23:40:59.214Z,transformador/vibracao/fft_120hz,0.03,g,
2026-05-16T23:40:59.214Z,transformador/vibracao/fft_240hz,0.04,g,
2026-05-16T23:41:00.717Z,transformador/nucleo/temperatura,57.11,°C,
2026-05-16T23:41:00.717Z,transformador/nucleo/delta_t,10.95,°C,
2026-05-16T23:41:00.717Z,transformador/primario/corrente,3.22,A,
2026-05-16T23:41:00.717Z,transformador/secundario/corrente,25.54,A,
2026-05-16T23:41:00.717Z,transformador/vibracao/fft_120hz,0.6,g,
2026-05-16T23:41:00.717Z,transformador/vibracao/fft_240hz,0.03,g,
2026-05-16T23:41:02.218Z,transformador/nucleo/temperatura,48.78,°C,
2026-05-16T23:41:02.218Z,transformador/nucleo/delta_t,4.53,°C,
2026-05-16T23:41:02.218Z,transformador/primario/corrente,3.22,A,
2026-05-16T23:41:02.218Z,transformador/secundario/corrente,21.62,A,
2026-05-16T23:41:02.218Z,transformador/vibracao/fft_120hz,0.07,g,
2026-05-16T23:41:02.218Z,transformador/vibracao/fft_240hz,0.07,g,
2026-05-16T23:41:03.719Z,transformador/nucleo/temperatura,50.98,°C,
2026-05-16T23:41:03.719Z,transformador/nucleo/delta_t,9.36,°C,
2026-05-16T23:41:03.719Z,transformador/primario/corrente,3.47,A,
2026-05-16T23:41:03.719Z,transformador/secundario/corrente,21.71,A,
2026-05-16T23:41:03.719Z,transformador/vibracao/fft_120hz,0.14,g,
2026-05-16T23:41:03.719Z,transformador/vibracao/fft_240hz,0.07,g,
2026-05-16T23:41:05.220Z,transformador/nucleo/temperatura,47.32,°C,
2026-05-16T23:41:05.220Z,transformador/nucleo/delta_t,10.2,°C,
2026-05-16T23:41:05.220Z,transformador/primario/corrente,2.26,A,
2026-05-16T23:41:05.220Z,transformador/secundario/corrente,27.67,A,
2026-05-16T23:41:05.220Z,transformador/vibracao/fft_120hz,0.1,g,
2026-05-16T23:41:05.220Z,transformador/vibracao/fft_240hz,0.06,g,
2026-05-16T23:41:06.722Z,transformador/nucleo/temperatura,55.89,°C,
2026-05-16T23:41:06.722Z,transformador/nucleo/delta_t,7.32,°C,
2026-05-16T23:41:06.722Z,transformador/primario/corrente,2.74,A,
2026-05-16T23:41:06.722Z,transformador/secundario/corrente,16.21,A,
2026-05-16T23:41:06.722Z,transformador/vibracao/fft_120hz,0.05,g,
2026-05-16T23:41:06.722Z,transformador/vibracao/fft_240hz,0.06,g,
2026-05-16T23:41:08.224Z,transformador/nucleo/temperatura,54.07,°C,
2026-05-16T23:41:08.224Z,transformador/nucleo/delta_t,9.31,°C,
2026-05-16T23:41:08.224Z,transformador/primario/corrente,2.69,A,
2026-05-16T23:41:08.224Z,transformador/secundario/corrente,18.02,A,
2026-05-16T23:41:08.224Z,transformador/vibracao/fft_120hz,0.06,g,
2026-05-16T23:41:08.224Z,transformador/vibracao/fft_240hz,0.07,g,
2026-05-16T23:41:09.726Z,transformador/nucleo/temperatura,59.21,°C,
2026-05-16T23:41:09.726Z,transformador/nucleo/delta_t,16.84,°C,
2026-05-16T23:41:09.726Z,transformador/primario/corrente,2.8,A,
2026-05-16T23:41:09.726Z,transformador/secundario/corrente,25.49,A,
2026-05-16T23:41:09.726Z,transformador/vibracao/fft_120hz,0.04,g,
2026-05-16T23:41:09.726Z,transformador/vibracao/fft_240hz,0.06,g,
2026-05-16T23:41:11.228Z,transformador/nucleo/temperatura,47.07,°C,
2026-05-16T23:41:11.228Z,transformador/nucleo/delta_t,4.58,°C,
2026-05-16T23:41:11.228Z,transformador/primario/corrente,3.3,A,
2026-05-16T23:41:11.228Z,transformador/secundario/corrente,24.39,A,
2026-05-16T23:41:11.228Z,transformador/vibracao/fft_120hz,0.05,g,
2026-05-16T23:41:11.228Z,transformador/vibracao/fft_240hz,0.03,g,
2026-05-16T23:41:12.730Z,transformador/nucleo/temperatura,55.64,°C,
2026-05-16T23:41:12.730Z,transformador/nucleo/delta_t,23.97,°C,
2026-05-16T23:41:12.730Z,transformador/primario/corrente,2.99,A,
2026-05-16T23:41:12.730Z,transformador/secundario/corrente,23,A,
2026-05-16T23:41:12.730Z,transformador/vibracao/fft_120hz,0.1,g,
2026-05-16T23:41:12.730Z,transformador/vibracao/fft_240hz,0.03,g,
2026-05-16T23:41:14.231Z,transformador/nucleo/temperatura,54.69,°C,
2026-05-16T23:41:14.231Z,transformador/nucleo/delta_t,6.85,°C,
2026-05-16T23:41:14.231Z,transformador/primario/corrente,3.47,A,
2026-05-16T23:41:14.231Z,transformador/secundario/corrente,17.82,A,
2026-05-16T23:41:14.231Z,transformador/vibracao/fft_120hz,0.03,g,
2026-05-16T23:41:14.231Z,transformador/vibracao/fft_240hz,0.06,g,
2026-05-16T23:41:15.732Z,transformador/nucleo/temperatura,53.17,°C,
2026-05-16T23:41:15.732Z,transformador/nucleo/delta_t,23.64,°C,
2026-05-16T23:41:15.732Z,transformador/primario/corrente,2.07,A,
2026-05-16T23:41:15.732Z,transformador/secundario/corrente,18.12,A,
2026-05-16T23:41:15.732Z,transformador/vibracao/fft_120hz,0.08,g,
2026-05-16T23:41:15.732Z,transformador/vibracao/fft_240hz,0.08,g,
2026-05-16T23:41:17.234Z,transformador/nucleo/temperatura,57.49,°C,
2026-05-16T23:41:17.234Z,transformador/nucleo/delta_t,10.67,°C,
2026-05-16T23:41:17.234Z,transformador/primario/corrente,2.52,A,
2026-05-16T23:41:17.234Z,transformador/secundario/corrente,19.69,A,
2026-05-16T23:41:17.234Z,transformador/vibracao/fft_120hz,0.06,g,
2026-05-16T23:41:17.234Z,transformador/vibracao/fft_240hz,0.07,g,
2026-05-16T23:41:18.735Z,transformador/nucleo/temperatura,62.72,°C,
2026-05-16T23:41:18.735Z,transformador/nucleo/delta_t,4.6,°C,
2026-05-16T23:41:18.735Z,transformador/primario/corrente,2.82,A,
2026-05-16T23:41:18.735Z,transformador/secundario/corrente,27.47,A,
2026-05-16T23:41:18.735Z,transformador/vibracao/fft_120hz,0.09,g,
2026-05-16T23:41:18.735Z,transformador/vibracao/fft_240hz,0.02,g,
2026-05-16T23:41:20.237Z,transformador/nucleo/temperatura,49.61,°C,
2026-05-16T23:41:20.237Z,transformador/nucleo/delta_t,11.63,°C,
2026-05-16T23:41:20.237Z,transformador/primario/corrente,2.19,A,
2026-05-16T23:41:20.237Z,transformador/secundario/corrente,18.11,A,
2026-05-16T23:41:20.237Z,transformador/vibracao/fft_120hz,0.06,g,
2026-05-16T23:41:20.237Z,transformador/vibracao/fft_240hz,0.06,g,
2026-05-16T23:41:21.739Z,transformador/nucleo/temperatura,58.7,°C,
2026-05-16T23:41:21.739Z,transformador/nucleo/delta_t,10.88,°C,
2026-05-16T23:41:21.739Z,transformador/primario/corrente,2.39,A,
2026-05-16T23:41:21.739Z,transformador/secundario/corrente,21.52,A,
2026-05-16T23:41:21.739Z,transformador/vibracao/fft_120hz,0.03,g,
2026-05-16T23:41:21.739Z,transformador/vibracao/fft_240hz,0.05,g,
2026-05-16T23:41:23.240Z,transformador/nucleo/temperatura,55.03,°C,
2026-05-16T23:41:23.240Z,transformador/nucleo/delta_t,9.3,°C,
2026-05-16T23:41:23.240Z,transformador/primario/corrente,2.54,A,
2026-05-16T23:41:23.240Z,transformador/secundario/corrente,25.18,A,
2026-05-16T23:41:23.240Z,transformador/vibracao/fft_120hz,0.06,g,
2026-05-16T23:41:23.240Z,transformador/vibracao/fft_240hz,0,g,
2026-05-16T23:41:24.741Z,transformador/nucleo/temperatura,58.65,°C,
2026-05-16T23:41:24.741Z,transformador/nucleo/delta_t,7.67,°C,
2026-05-16T23:41:24.741Z,transformador/primario/corrente,2.54,A,
2026-05-16T23:41:24.741Z,transformador/secundario/corrente,26.66,A,
2026-05-16T23:41:24.741Z,transformador/vibracao/fft_120hz,0.12,g,
2026-05-16T23:41:24.741Z,transformador/vibracao/fft_240hz,0.03,g,
2026-05-16T23:41:26.242Z,transformador/nucleo/temperatura,59.5,°C,
2026-05-16T23:41:26.242Z,transformador/nucleo/delta_t,11.15,°C,
2026-05-16T23:41:26.242Z,transformador/primario/corrente,3.26,A,
2026-05-16T23:41:26.242Z,transformador/secundario/corrente,18.44,A,
2026-05-16T23:41:26.242Z,transformador/vibracao/fft_120hz,0.1,g,
2026-05-16T23:41:26.242Z,transformador/vibracao/fft_240hz,0,g,
2026-05-16T23:41:27.744Z,transformador/nucleo/temperatura,60.23,°C,
2026-05-16T23:41:27.744Z,transformador/nucleo/delta_t,4.64,°C,
2026-05-16T23:41:27.744Z,transformador/primario/corrente,3.39,A,
2026-05-16T23:41:27.744Z,transformador/secundario/corrente,19.01,A,
2026-05-16T23:41:27.744Z,transformador/vibracao/fft_120hz,0.04,g,
2026-05-16T23:41:27.744Z,transformador/vibracao/fft_240hz,0.06,g,
2026-05-16T23:41:29.246Z,transformador/nucleo/temperatura,50.41,°C,
2026-05-16T23:41:29.246Z,transformador/nucleo/delta_t,8.63,°C,
2026-05-16T23:41:29.246Z,transformador/primario/corrente,2.65,A,
2026-05-16T23:41:29.246Z,transformador/secundario/corrente,22.04,A,
2026-05-16T23:41:29.246Z,transformador/vibracao/fft_120hz,0.06,g,
2026-05-16T23:41:29.246Z,transformador/vibracao/fft_240hz,0.02,g,
2026-05-16T23:41:30.747Z,transformador/nucleo/temperatura,56.61,°C,
2026-05-16T23:41:30.747Z,transformador/nucleo/delta_t,4.68,°C,
2026-05-16T23:41:30.747Z,transformador/primario/corrente,2.74,A,
2026-05-16T23:41:30.747Z,transformador/secundario/corrente,26.32,A,
2026-05-16T23:41:30.747Z,transformador/vibracao/fft_120hz,0.05,g,
2026-05-16T23:41:30.747Z,transformador/vibracao/fft_240hz,0.06,g,
2026-05-16T23:41:32.249Z,transformador/nucleo/temperatura,51.94,°C,
2026-05-16T23:41:32.249Z,transformador/nucleo/delta_t,9.34,°C,
2026-05-16T23:41:32.249Z,transformador/primario/corrente,2.3,A,
2026-05-16T23:41:32.249Z,transformador/secundario/corrente,25.11,A,
2026-05-16T23:41:32.249Z,transformador/vibracao/fft_120hz,0.04,g,
2026-05-16T23:41:32.249Z,transformador/vibracao/fft_240hz,0.06,g,
2026-05-16T23:41:33.750Z,transformador/nucleo/temperatura,54.99,°C,
2026-05-16T23:41:33.750Z,transformador/nucleo/delta_t,7.41,°C,
2026-05-16T23:41:33.750Z,transformador/primario/corrente,3.08,A,
2026-05-16T23:41:33.750Z,transformador/secundario/corrente,20.88,A,
2026-05-16T23:41:33.750Z,transformador/vibracao/fft_120hz,0.11,g,
2026-05-16T23:41:33.750Z,transformador/vibracao/fft_240hz,0.3,g,
2026-05-16T23:41:35.251Z,transformador/nucleo/temperatura,48.62,°C,
2026-05-16T23:41:35.251Z,transformador/nucleo/delta_t,9.3,°C,
2026-05-16T23:41:35.251Z,transformador/primario/corrente,2.72,A,
2026-05-16T23:41:35.251Z,transformador/secundario/corrente,24.85,A,
2026-05-16T23:41:35.251Z,transformador/vibracao/fft_120hz,0.12,g,
2026-05-16T23:41:35.251Z,transformador/vibracao/fft_240hz,0.04,g,
2026-05-16T23:41:36.753Z,transformador/nucleo/temperatura,55.29,°C,
2026-05-16T23:41:36.753Z,transformador/nucleo/delta_t,5.06,°C,
2026-05-16T23:41:36.753Z,transformador/primario/corrente,2.48,A,
2026-05-16T23:41:36.753Z,transformador/secundario/corrente,23.02,A,
2026-05-16T23:41:36.753Z,transformador/vibracao/fft_120hz,0.11,g,
2026-05-16T23:41:36.753Z,transformador/vibracao/fft_240hz,0.08,g,
2026-05-16T23:41:38.254Z,transformador/nucleo/temperatura,51.55,°C,
2026-05-16T23:41:38.254Z,transformador/nucleo/delta_t,5.93,°C,
2026-05-16T23:41:38.254Z,transformador/primario/corrente,3.11,A,
2026-05-16T23:41:38.254Z,transformador/secundario/corrente,17.23,A,
2026-05-16T23:41:38.254Z,transformador/vibracao/fft_120hz,0.1,g,
2026-05-16T23:41:38.254Z,transformador/vibracao/fft_240hz,0.02,g,
2026-05-16T23:41:39.755Z,transformador/nucleo/temperatura,53.23,°C,
2026-05-16T23:41:39.755Z,transformador/nucleo/delta_t,10.46,°C,
2026-05-16T23:41:39.755Z,transformador/primario/corrente,3.1,A,
2026-05-16T23:41:39.755Z,transformador/secundario/corrente,26.88,A,
2026-05-16T23:41:39.755Z,transformador/vibracao/fft_120hz,0.07,g,
2026-05-16T23:41:39.755Z,transformador/vibracao/fft_240hz,0.08,g,
2026-05-16T23:41:41.257Z,transformador/nucleo/temperatura,61.66,°C,
2026-05-16T23:41:41.257Z,transformador/nucleo/delta_t,6.17,°C,
2026-05-16T23:41:41.257Z,transformador/primario/corrente,2.73,A,
2026-05-16T23:41:41.257Z,transformador/secundario/corrente,17.64,A,
2026-05-16T23:41:41.257Z,transformador/vibracao/fft_120hz,0.07,g,
2026-05-16T23:41:41.257Z,transformador/vibracao/fft_240hz,0.08,g,
2026-05-16T23:41:42.758Z,transformador/nucleo/temperatura,54.68,°C,
2026-05-16T23:41:42.758Z,transformador/nucleo/delta_t,10.49,°C,
2026-05-16T23:41:42.758Z,transformador/primario/corrente,2.39,A,
2026-05-16T23:41:42.758Z,transformador/secundario/corrente,27.87,A,
2026-05-16T23:41:42.758Z,transformador/vibracao/fft_120hz,0.03,g,
2026-05-16T23:41:42.758Z,transformador/vibracao/fft_240hz,0.04,g,
2026-05-16T23:41:44.260Z,transformador/nucleo/temperatura,74.48,°C,
2026-05-16T23:41:44.260Z,transformador/nucleo/delta_t,28.67,°C,
2026-05-16T23:41:44.260Z,transformador/primario/corrente,3.31,A,
2026-05-16T23:41:44.260Z,transformador/secundario/corrente,26.76,A,
2026-05-16T23:41:44.260Z,transformador/vibracao/fft_120hz,0.07,g,
2026-05-16T23:41:44.260Z,transformador/vibracao/fft_240hz,0.04,g,
2026-05-16T23:41:45.762Z,transformador/nucleo/temperatura,45.59,°C,
2026-05-16T23:41:45.762Z,transformador/nucleo/delta_t,5.66,°C,
2026-05-16T23:41:45.762Z,transformador/primario/corrente,2.44,A,
2026-05-16T23:41:45.762Z,transformador/secundario/corrente,17.65,A,
2026-05-16T23:41:45.762Z,transformador/vibracao/fft_120hz,0.06,g,
2026-05-16T23:41:45.762Z,transformador/vibracao/fft_240hz,0,g,
2026-05-16T23:41:47.264Z,transformador/nucleo/temperatura,50.35,°C,
2026-05-16T23:41:47.264Z,transformador/nucleo/delta_t,5.56,°C,
2026-05-16T23:41:47.264Z,transformador/primario/corrente,2.6,A,
2026-05-16T23:41:47.264Z,transformador/secundario/corrente,26.76,A,
2026-05-16T23:41:47.264Z,transformador/vibracao/fft_120hz,0.04,g,
2026-05-16T23:41:47.264Z,transformador/vibracao/fft_240hz,0.02,g,
2026-05-16T23:41:48.767Z,transformador/nucleo/temperatura,56.86,°C,
2026-05-16T23:41:48.767Z,transformador/nucleo/delta_t,10.29,°C,
2026-05-16T23:41:48.767Z,transformador/primario/corrente,3.42,A,
2026-05-16T23:41:48.767Z,transformador/secundario/corrente,17.46,A,
2026-05-16T23:41:48.767Z,transformador/vibracao/fft_120hz,0.13,g,
2026-05-16T23:41:48.767Z,transformador/vibracao/fft_240hz,0.05,g,
2026-05-16T23:41:50.267Z,transformador/nucleo/temperatura,48.61,°C,
2026-05-16T23:41:50.267Z,transformador/nucleo/delta_t,6.57,°C,
2026-05-16T23:41:50.267Z,transformador/primario/corrente,3.24,A,
2026-05-16T23:41:50.267Z,transformador/secundario/corrente,17.85,A,
2026-05-16T23:41:50.267Z,transformador/vibracao/fft_120hz,0.14,g,
2026-05-16T23:41:50.267Z,transformador/vibracao/fft_240hz,0.01,g,
2026-05-16T23:41:51.769Z,transformador/nucleo/temperatura,53.54,°C,
2026-05-16T23:41:51.769Z,transformador/nucleo/delta_t,10.38,°C,
2026-05-16T23:41:51.769Z,transformador/primario/corrente,2.53,A,
2026-05-16T23:41:51.769Z,transformador/secundario/corrente,18.98,A,
2026-05-16T23:41:51.769Z,transformador/vibracao/fft_120hz,0.07,g,
2026-05-16T23:41:51.769Z,transformador/vibracao/fft_240hz,0.06,g,
2026-05-16T23:41:53.270Z,transformador/nucleo/temperatura,46.26,°C,
2026-05-16T23:41:53.270Z,transformador/nucleo/delta_t,5.77,°C,
2026-05-16T23:41:53.270Z,transformador/primario/corrente,2.96,A,
2026-05-16T23:41:53.270Z,transformador/secundario/corrente,24.73,A,
2026-05-16T23:41:53.270Z,transformador/vibracao/fft_120hz,0.08,g,
2026-05-16T23:41:53.270Z,transformador/vibracao/fft_240hz,0.15,g,
2026-05-16T23:41:54.772Z,transformador/nucleo/temperatura,78.98,°C,
2026-05-16T23:41:54.772Z,transformador/nucleo/delta_t,11.82,°C,
2026-05-16T23:41:54.772Z,transformador/primario/corrente,3.11,A,
2026-05-16T23:41:54.772Z,transformador/secundario/corrente,26.67,A,
2026-05-16T23:41:54.772Z,transformador/vibracao/fft_120hz,0.13,g,
2026-05-16T23:41:54.772Z,transformador/vibracao/fft_240hz,0.05,g,
2026-05-16T23:41:56.272Z,transformador/nucleo/temperatura,53.5,°C,
2026-05-16T23:41:56.272Z,transformador/nucleo/delta_t,11.54,°C,
2026-05-16T23:41:56.272Z,transformador/primario/corrente,2.55,A,
2026-05-16T23:41:56.272Z,transformador/secundario/corrente,18.33,A,
2026-05-16T23:41:56.272Z,transformador/vibracao/fft_120hz,0.1,g,
2026-05-16T23:41:56.272Z,transformador/vibracao/fft_240hz,0.07,g,
2026-05-16T23:41:57.774Z,transformador/nucleo/temperatura,52.25,°C,
2026-05-16T23:41:57.774Z,transformador/nucleo/delta_t,11.54,°C,
2026-05-16T23:41:57.774Z,transformador/primario/corrente,3.14,A,
2026-05-16T23:41:57.774Z,transformador/secundario/corrente,18.28,A,
2026-05-16T23:41:57.774Z,transformador/vibracao/fft_120hz,0.09,g,
2026-05-16T23:41:57.774Z,transformador/vibracao/fft_240hz,0.03,g,
2026-05-16T23:41:59.276Z,transformador/nucleo/temperatura,64.06,°C,
2026-05-16T23:41:59.276Z,transformador/nucleo/delta_t,11.99,°C,
2026-05-16T23:41:59.276Z,transformador/primario/corrente,2.48,A,
2026-05-16T23:41:59.276Z,transformador/secundario/corrente,25.52,A,
2026-05-16T23:41:59.276Z,transformador/vibracao/fft_120hz,0.11,g,
2026-05-16T23:41:59.276Z,transformador/vibracao/fft_240hz,0.03,g,
2026-05-16T23:42:00.777Z,transformador/nucleo/temperatura,84.34,°C,
2026-05-16T23:42:00.777Z,transformador/nucleo/delta_t,10.54,°C,
2026-05-16T23:42:00.777Z,transformador/primario/corrente,2.17,A,
2026-05-16T23:42:00.777Z,transformador/secundario/corrente,26.76,A,
2026-05-16T23:42:00.777Z,transformador/vibracao/fft_120hz,0.03,g,
2026-05-16T23:42:00.777Z,transformador/vibracao/fft_240hz,0.02,g,
2026-05-16T23:42:02.279Z,transformador/nucleo/temperatura,61.08,°C,
2026-05-16T23:42:02.279Z,transformador/nucleo/delta_t,7.53,°C,
2026-05-16T23:42:02.279Z,transformador/primario/corrente,3.18,A,
2026-05-16T23:42:02.279Z,transformador/secundario/corrente,17.48,A,
2026-05-16T23:42:02.279Z,transformador/vibracao/fft_120hz,0.66,g,
2026-05-16T23:42:02.279Z,transformador/vibracao/fft_240hz,0.05,g,
2026-05-16T23:42:22.159Z,transformador/nucleo/temperatura,64.97,°C,
2026-05-16T23:42:22.159Z,transformador/nucleo/delta_t,7.55,°C,
2026-05-16T23:42:22.159Z,transformador/primario/corrente,6.69,A,
2026-05-16T23:42:22.159Z,transformador/secundario/corrente,18.42,A,
2026-05-16T23:42:22.159Z,transformador/vibracao/fft_120hz,0.06,g,
2026-05-16T23:42:22.159Z,transformador/vibracao/fft_240hz,0.04,g,
2026-05-16T23:42:23.659Z,transformador/nucleo/temperatura,86.44,°C,
2026-05-16T23:42:23.659Z,transformador/nucleo/delta_t,5.98,°C,
2026-05-16T23:42:23.659Z,transformador/primario/corrente,3.03,A,
2026-05-16T23:42:23.659Z,transformador/secundario/corrente,21.7,A,
2026-05-16T23:42:23.659Z,transformador/vibracao/fft_120hz,0.05,g,
2026-05-16T23:42:23.659Z,transformador/vibracao/fft_240hz,0.01,g,
2026-05-16T23:42:25.160Z,transformador/nucleo/temperatura,63.25,°C,
2026-05-16T23:42:25.160Z,transformador/nucleo/delta_t,4.53,°C,
2026-05-16T23:42:25.160Z,transformador/primario/corrente,2.72,A,
2026-05-16T23:42:25.160Z,transformador/secundario/corrente,21.86,A,
2026-05-16T23:42:25.160Z,transformador/vibracao/fft_120hz,0.1,g,
2026-05-16T23:42:25.160Z,transformador/vibracao/fft_240hz,0.05,g,
2026-05-16T23:42:26.662Z,transformador/nucleo/temperatura,54.86,°C,
2026-05-16T23:42:26.662Z,transformador/nucleo/delta_t,10.9,°C,
2026-05-16T23:42:26.662Z,transformador/primario/corrente,2.24,A,
2026-05-16T23:42:26.662Z,transformador/secundario/corrente,26.71,A,
2026-05-16T23:42:26.662Z,transformador/vibracao/fft_120hz,0.13,g,
2026-05-16T23:42:26.662Z,transformador/vibracao/fft_240hz,0.06,g,
2026-05-16T23:42:28.164Z,transformador/nucleo/temperatura,53.06,°C,
2026-05-16T23:42:28.164Z,transformador/nucleo/delta_t,6.86,°C,
2026-05-16T23:42:28.164Z,transformador/primario/corrente,2.89,A,
2026-05-16T23:42:28.164Z,transformador/secundario/corrente,21.86,A,
2026-05-16T23:42:28.164Z,transformador/vibracao/fft_120hz,0.09,g,
2026-05-16T23:42:28.164Z,transformador/vibracao/fft_240hz,0.02,g,
2026-05-16T23:42:29.665Z,transformador/nucleo/temperatura,47.62,°C,
2026-05-16T23:42:29.665Z,transformador/nucleo/delta_t,8.34,°C,
2026-05-16T23:42:29.665Z,transformador/primario/corrente,2.19,A,
2026-05-16T23:42:29.665Z,transformador/secundario/corrente,19.48,A,
2026-05-16T23:42:29.665Z,transformador/vibracao/fft_120hz,0.32,g,
2026-05-16T23:42:29.665Z,transformador/vibracao/fft_240hz,0.05,g,
2026-05-16T23:42:31.167Z,transformador/nucleo/temperatura,53.01,°C,
2026-05-16T23:42:31.167Z,transformador/nucleo/delta_t,10.94,°C,
2026-05-16T23:42:31.167Z,transformador/primario/corrente,2.18,A,
2026-05-16T23:42:31.167Z,transformador/secundario/corrente,19.19,A,
2026-05-16T23:42:31.167Z,transformador/vibracao/fft_120hz,0.03,g,
2026-05-16T23:42:31.167Z,transformador/vibracao/fft_240hz,0.04,g,
2026-05-16T23:42:32.669Z,transformador/nucleo/temperatura,46.42,°C,
2026-05-16T23:42:32.669Z,transformador/nucleo/delta_t,7.16,°C,
2026-05-16T23:42:32.669Z,transformador/primario/corrente,2.91,A,
2026-05-16T23:42:32.669Z,transformador/secundario/corrente,22.83,A,
2026-05-16T23:42:32.669Z,transformador/vibracao/fft_120hz,0.07,g,
2026-05-16T23:42:32.669Z,transformador/vibracao/fft_240hz,0.07,g,
2026-05-16T23:42:34.170Z,transformador/nucleo/temperatura,54.87,°C,
2026-05-16T23:42:34.170Z,transformador/nucleo/delta_t,5.53,°C,
2026-05-16T23:42:34.170Z,transformador/primario/corrente,3.57,A,
2026-05-16T23:42:34.170Z,transformador/secundario/corrente,16.79,A,
2026-05-16T23:42:34.170Z,transformador/vibracao/fft_120hz,0.1,g,
2026-05-16T23:42:34.170Z,transformador/vibracao/fft_240hz,0.02,g,
2026-05-16T23:42:35.672Z,transformador/nucleo/temperatura,56.7,°C,
2026-05-16T23:42:35.672Z,transformador/nucleo/delta_t,17.78,°C,
2026-05-16T23:42:35.672Z,transformador/primario/corrente,5.06,A,
2026-05-16T23:42:35.672Z,transformador/secundario/corrente,24.76,A,
2026-05-16T23:42:35.672Z,transformador/vibracao/fft_120hz,0.6,g,
2026-05-16T23:42:35.672Z,transformador/vibracao/fft_240hz,0.06,g,
2026-05-16T23:42:37.173Z,transformador/nucleo/temperatura,49.44,°C,
2026-05-16T23:42:37.173Z,transformador/nucleo/delta_t,27.48,°C,
2026-05-16T23:42:37.173Z,transformador/primario/corrente,3.12,A,
2026-05-16T23:42:37.173Z,transformador/secundario/corrente,16,A,
2026-05-16T23:42:37.173Z,transformador/vibracao/fft_120hz,0.12,g,
2026-05-16T23:42:37.173Z,transformador/vibracao/fft_240hz,0.06,g,
2026-05-16T23:42:38.675Z,transformador/nucleo/temperatura,46.43,°C,
2026-05-16T23:42:38.675Z,transformador/nucleo/delta_t,5.82,°C,
2026-05-16T23:42:38.675Z,transformador/primario/corrente,3.28,A,
2026-05-16T23:42:38.675Z,transformador/secundario/corrente,24.64,A,
2026-05-16T23:42:38.675Z,transformador/vibracao/fft_120hz,0.42,g,
2026-05-16T23:42:38.675Z,transformador/vibracao/fft_240hz,0.08,g,
